"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Regulation Of Muscle Organ Development (GO:0048634)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"TGFB1"
"Autophagosome Membrane Docking (GO:0016240)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"VMP1"
"Regulation Of Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070432)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"PTPN22"
"Regulation Of Pyruvate Dehydrogenase Activity (GO:1904182)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"PPM1J"
"Cellular Response To Bacterial Lipopeptide (GO:0071221)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"TLR10"
"Regulation Of Striated Muscle Tissue Development (GO:0016202)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"TGFB1"
"Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0014808)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"CCR5"
"Toll-Like Receptor 3 Signaling Pathway (GO:0034138)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"OAS1"
"Gap Junction Assembly (GO:0016264)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"GJB2"
"Gland Morphogenesis (GO:0022612)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"TGFB1"
"Glycosylceramide Biosynthetic Process (GO:0046476)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"UGCG"
"Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0035773)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"SELENOT"
"Long-Term Synaptic Depression (GO:0060292)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"SLC24A2"
"Metanephric Nephron Tubule Development (GO:0072234)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"WNT7B"
"Mitochondrion-Endoplasmic Reticulum Membrane Tethering (GO:1990456)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"VMP1"
"Negative Regulation Of Lymphocyte Differentiation (GO:0045620)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"INHBA"
"Neurotransmitter Receptor Transport, Postsynaptic Endosome To Lysosome (GO:0098943)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"CACNG4"
"Noradrenergic Neuron Differentiation (GO:0003357)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"SOX11"
"Positive Regulation Of T-helper 17 Cell Differentiation (GO:2000321)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"IL12RB1"
"Positive Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000343)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"LCP1"
"Positive Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902237)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"PMAIP1"
"Positive Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031666)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"LY86"
"Positive Regulation Of Protein K63-linked Ubiquitination (GO:1902523)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"PTPN22"
"Positive Regulation Of Toll-Like Receptor 3 Signaling Pathway (GO:0034141)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"PTPN22"
"Receptor-Mediated Virion Attachment To Host Cell (GO:0046813)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"LRRC15"
"Regulation Of MDA-5 Signaling Pathway (GO:0039533)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"DDX60"
"Regulation Of T Cell Tolerance Induction (GO:0002664)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"FOXP3"
"Regulation Of T-helper 1 Cell Differentiation (GO:0045625)","1/6",0.085310013347306,0.325969764603907,0,0,13.4013605442177,32.9869590473598,"CD80"
"Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)","3/71",0.0874935246003536,0.333516983059919,0,0,2.96691176470588,7.22796223452211,"SULF1;SKIL;SULF2"
"DNA Damage Checkpoint Signaling (GO:0000077)","2/34",0.0893869636913865,0.334594466944984,0,0,4.1964590443686,10.1335271649045,"DTX3L;PARP9"
"Regulation Of Interleukin-17 Production (GO:0032660)","2/34",0.0893869636913865,0.334594466944984,0,0,4.1964590443686,10.1335271649045,"TGFB1;FOXP3"
"Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043551)","2/34",0.0893869636913865,0.334594466944984,0,0,4.1964590443686,10.1335271649045,"TGFB1;CD19"
"Cellular Response To Amyloid-Beta (GO:1904646)","2/34",0.0893869636913865,0.334594466944984,0,0,4.1964590443686,10.1335271649045,"ITGA4;ATP1A3"
"Membrane Protein Proteolysis (GO:0033619)","2/34",0.0893869636913865,0.334594466944984,0,0,4.1964590443686,10.1335271649045,"ADAM19;TGFB1"
"Negative Regulation Of Interleukin-6 Production (GO:0032715)","2/34",0.0893869636913865,0.334594466944984,0,0,4.1964590443686,10.1335271649045,"CD84;PTPN22"
"Second-Messenger-Mediated Signaling (GO:0019932)","3/72",0.0903496711918176,0.334594466944984,0,0,2.9237641453246,7.02892753251878,"FCGR3A;CXCR4;CCR5"
"Positive Regulation Of Protein Localization To Nucleus (GO:1900182)","3/72",0.0903496711918176,0.334594466944984,0,0,2.9237641453246,7.02892753251878,"TGFB1;DTX3L;PARP9"
"Cellular Component Assembly (GO:0022607)","7/260",0.0913067928241238,0.334594466944984,0,0,1.8687417654809,4.47288965174014,"CYFIP2;VMP1;TGFB1;CAPZA1;LCP1;EZR;LIMD2"
"Positive Regulation Of Secretion By Cell (GO:1903532)","3/73",0.0932443759718077,0.334594466944984,0,0,2.88184931506849,6.83727837500085,"TGFB1;SOX11;EZR"
"Regulation Of Rho Protein Signal Transduction (GO:0035023)","3/73",0.0932443759718077,0.334594466944984,0,0,2.88184931506849,6.83727837500085,"P2RY10;GPR65;F2R"
"Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389)","2/35",0.0939149409737778,0.334594466944984,0,0,4.06908677215844,9.62487864587438,"GPR132;TNFSF13B"
"Regulation Of GTPase Activity (GO:0043087)","6/214",0.0978763039660586,0.334594466944984,0,0,1.94606734096353,4.52275936449378,"CCL11;CCL22;RGS1;RGS16;F2R;PLXNC1"
"Regulation Of Erythrocyte Differentiation (GO:0045646)","2/36",0.0985076887452749,0.334594466944984,0,0,3.94920698654889,9.15276376394488,"STAT1;INHBA"
"Substrate Adhesion-Dependent Cell Spreading (GO:0034446)","2/36",0.0985076887452749,0.334594466944984,0,0,3.94920698654889,9.15276376394488,"ITGA4;FN1"
"Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283)","2/36",0.0985076887452749,0.334594466944984,0,0,3.94920698654889,9.15276376394488,"PTPRC;F2R"
"Neural Crest Cell Migration (GO:0001755)","2/36",0.0985076887452749,0.334594466944984,0,0,3.94920698654889,9.15276376394488,"SEMA7A;FN1"
"Positive Regulation Of Myeloid Cell Differentiation (GO:0045639)","2/36",0.0985076887452749,0.334594466944984,0,0,3.94920698654889,9.15276376394488,"STAT1;INHBA"
"Regulation Of T Cell Mediated Cytotoxicity (GO:0001914)","2/36",0.0985076887452749,0.334594466944984,0,0,3.94920698654889,9.15276376394488,"PTPRC;IL12RB1"
"Regulation Of Chaperone-Mediated Autophagy (GO:1904714)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"EEF1A2"
"Regulation Of Chemokine (C-C Motif) Ligand 5 Production (GO:0071649)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"OAS3"
"Regulation Of Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:1905005)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"TGFB1"
"Regulation Of Natural Killer Cell Mediated Cytotoxicity Directed Against Tumor Cell Target (GO:0002858)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"TGFB1"
"Regulation Of Response To Wounding (GO:1903034)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"TNFRSF12A"
"Cellular Response To Leptin Stimulus (GO:0044320)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"UGCG"
"Release Of Sequestered Calcium Ion Into Cytosol By Endoplasmic Reticulum (GO:1903514)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"CCR5"
"Collecting Duct Development (GO:0072044)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"WNT7B"
"Establishment Of Centrosome Localization (GO:0051660)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"EZR"
"Store-Operated Calcium Entry (GO:0002115)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"MS4A1"
"Very-Low-Density Lipoprotein Particle Remodeling (GO:0034372)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"LCP1"
"Immunological Synapse Formation (GO:0001771)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"CD6"
"Inhibition Of Cysteine-Type Endopeptidase Activity (GO:0097340)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"CST7"
"Kidney Epithelium Development (GO:0072073)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"WNT7B"
"Lens Fiber Cell Development (GO:0070307)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"WNT7B"
"Leukocyte Aggregation (GO:0070486)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"RAC2"
"Natural Killer Cell Differentiation (GO:0001779)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"PTPRC"
"Negative Regulation Of T Cell Mediated Cytotoxicity (GO:0001915)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"PTPRC"
"Negative Regulation Of Cell Cycle G2/M Phase Transition (GO:1902750)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"GPR132"
"Negative Regulation Of Microglial Cell Activation (GO:1903979)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"PTPRC"
"Negative Regulation Of Mitochondrial Membrane Potential (GO:0010917)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"PMAIP1"
"Neuroepithelial Cell Differentiation (GO:0060563)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"SOX11"
"Neurotransmitter Receptor Diffusion Trapping (GO:0099628)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"CACNG4"
"Peptidyl-Proline Hydroxylation To 4-hydroxy-L-proline (GO:0018401)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"P4HA3"
"Peptidyl-Tyrosine Dephosphorylation Involved In Inactivation Of Protein Kinase Activity (GO:1990264)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"PTPRO"
"Positive Regulation Of T-helper 2 Cell Cytokine Production (GO:2000553)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"RSAD2"
"Positive Regulation Of Fibroblast Migration (GO:0010763)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"TGFB1"
"Postsynaptic Neurotransmitter Receptor Diffusion Trapping (GO:0098970)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"CACNG4"
"Regulation Of ATPase-coupled Calcium Transmembrane Transporter Activity (GO:1901894)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"VMP1"
"Regulation Of T-helper 2 Cell Differentiation (GO:0045628)","1/7",0.0988057160916467,0.334594466944984,0,0,11.1672335600907,25.8476767961606,"CD86"
"Regulation Of Fat Cell Differentiation (GO:0045598)","3/75",0.0991469359517288,0.334594466944984,0,0,2.80151255707763,6.47472226724022,"SFRP2;TGFB1;LCP1"
"Positive Regulation Of Neurogenesis (GO:0050769)","3/75",0.0991469359517288,0.334594466944984,0,0,2.80151255707763,6.47472226724022,"VCAN;SOX11;PLXNC1"
"Regulation Of BMP Signaling Pathway (GO:0030510)","3/75",0.0991469359517288,0.334594466944984,0,0,2.80151255707763,6.47472226724022,"SOX11;SULF1;SKIL"
"Cellular Response To Tumor Necrosis Factor (GO:0071356)","4/119",0.0995946860670381,0.334594466944984,0,0,2.34155087404751,5.40113005456468,"CCL11;CCL22;STAT1;PYDC1"
"Regulation Of Cytokine Production (GO:0001817)","5/167",0.101621714072118,0.334594466944984,0,0,2.0799276287782,4.75575045796328,"PTPRC;IRF7;CCN4;ISG15;FOXP3"
"Wnt Signaling Pathway (GO:0016055)","3/76",0.10215351380505,0.334594466944984,0,0,2.76299493338337,6.30316110243815,"SFRP2;WNT7B;LEF1"
"Positive Regulation Of Interleukin-6 Production (GO:0032755)","3/76",0.10215351380505,0.334594466944984,0,0,2.76299493338337,6.30316110243815,"F2R;TLR7;LCP1"
"Regulation Of p38MAPK Cascade (GO:1900744)","2/37",0.103162327203366,0.334594466944984,0,0,3.83617747440273,8.71369122833696,"PTPN22;EZR"
"Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)","2/37",0.103162327203366,0.334594466944984,0,0,3.83617747440273,8.71369122833696,"STAT1;SULF1"
"Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873)","2/37",0.103162327203366,0.334594466944984,0,0,3.83617747440273,8.71369122833696,"PTPN22;EZR"
"Positive Regulation Of Receptor Signaling Pathway Via STAT (GO:1904894)","2/37",0.103162327203366,0.334594466944984,0,0,3.83617747440273,8.71369122833696,"TGFB1;F2R"
"Positive Regulation Of Signaling (GO:0023056)","2/37",0.103162327203366,0.334594466944984,0,0,3.83617747440273,8.71369122833696,"CD80;SOX11"
"Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181)","3/77",0.105196096259297,0.334594466944984,0,0,2.72551832654572,6.13767399715886,"CXCL10;STAT1;SULF1"
"Response To cAMP (GO:0051591)","2/38",0.107876046872979,0.334594466944984,0,0,3.72942737959803,8.304586050396,"STAT1;EZR"
"Connective Tissue Development (GO:0061448)","2/38",0.107876046872979,0.334594466944984,0,0,3.72942737959803,8.304586050396,"SULF1;SULF2"
"Response To Peptide (GO:1901652)","2/38",0.107876046872979,0.334594466944984,0,0,3.72942737959803,8.304586050396,"MMP13;STAT1"
"Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209)","2/38",0.107876046872979,0.334594466944984,0,0,3.72942737959803,8.304586050396,"STAT1;PYDC1"
"Lymphocyte Proliferation (GO:0046651)","2/38",0.107876046872979,0.334594466944984,0,0,3.72942737959803,8.304586050396,"PTPRC;MS4A1"
"Positive Regulation Of Axonogenesis (GO:0050772)","2/38",0.107876046872979,0.334594466944984,0,0,3.72942737959803,8.304586050396,"SEMA7A;PLXNC1"
"Neuron Projection Guidance (GO:0097485)","4/124",0.111376820179554,0.334594466944984,0,0,2.24341351660939,4.9239248624846,"CYFIP2;SEMA7A;TUBB3;PTPRO"
"Positive Regulation Of Catabolic Process (GO:0009896)","3/79",0.111386664795495,0.334594466944984,0,0,2.65352379235761,5.82381514533576,"LAPTM5;EZR;TNFSF13B"
"CD40 Signaling Pathway (GO:0023035)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"CD86"
"N-acylphosphatidylethanolamine Metabolic Process (GO:0070292)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"PLAAT4"
"Regulation Of Gap Junction Assembly (GO:1903596)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"CNTNAP2"
"Regulation Of Glial Cell Proliferation (GO:0060251)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"SOX11"
"Regulation Of Helicase Activity (GO:0051095)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"IFIT1"
"Regulation Of Interleukin-18 Production (GO:0032661)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"CD84"
"Actin Filament Network Formation (GO:0051639)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"LCP1"
"Regulation Of miRNA Metabolic Process (GO:2000628)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"TGFB1"
"Regulation Of Morphogenesis Of An Epithelium (GO:1905330)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"CXCL10"
"Astral Microtubule Organization (GO:0030953)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"EZR"
"Regulation Of Neutrophil Migration (GO:1902622)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"RAC2"
"Regulation Of Podosome Assembly (GO:0071801)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"LCP1"
"Regulation Of Protein Localization To Early Endosome (GO:1902965)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"EZR"
"Regulation Of Toll-Like Receptor 3 Signaling Pathway (GO:0034139)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"PTPN22"
"Cellular Response To Muramyl Dipeptide (GO:0071225)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"PTPN22"
"Detection Of Mechanical Stimulus Involved In Sensory Perception Of Sound (GO:0050910)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"COL11A1"
"Selenocysteine Incorporation (GO:0001514)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"SELENOT"
"Semaphorin-Plexin Signaling Pathway Involved In Axon Guidance (GO:1902287)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"PLXNC1"
"Embryonic Digestive Tract Morphogenesis (GO:0048557)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"SOX11"
"Embryonic Placenta Development (GO:0001892)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"WNT7B"
"Somite Development (GO:0061053)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"SFRP2"
"Sphingosine-1-Phosphate Receptor Signaling Pathway (GO:0003376)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"EZR"
"Translational Readthrough (GO:0006451)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"SELENOT"
"Triglyceride-Rich Lipoprotein Particle Remodeling (GO:0034370)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"LCP1"
"Hyaluronan Catabolic Process (GO:0030214)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"TGFB1"
"Integrin Activation (GO:0033622)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"FN1"
"Interleukin-12-Mediated Signaling Pathway (GO:0035722)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"IL12RB1"
"Leptin-Mediated Signaling Pathway (GO:0033210)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"UGCG"
"Modification-Dependent Macromolecule Catabolic Process (GO:0043632)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"ISG15"
"Negative Regulation Of Leukocyte Degranulation (GO:0043301)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"CD84"
"Negative Regulation Of Membrane Potential (GO:0045837)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"PMAIP1"
"Neuronal Ion Channel Clustering (GO:0045161)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"CNTNAP2"
"Positive Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001187)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"PTPN22"
"Positive Regulation Of Adaptive Immune Response (GO:0002821)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"SASH3"
"Positive Regulation Of Early Endosome To Late Endosome Transport (GO:2000643)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"EZR"
"Positive Regulation Of Extracellular Matrix Assembly (GO:1901203)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"TGFB1"
"Positive Regulation Of Membrane Invagination (GO:1905155)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"RAB31"
"Positive Regulation Of Memory T Cell Differentiation (GO:0043382)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"IL12RB1"
"Positive Regulation Of Protein Localization To Early Endosome (GO:1902966)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"EZR"
"Positive Regulation Of Protein Localization To Endosome (GO:1905668)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"EZR"
"Positive Regulation Of Sequestering Of Triglyceride (GO:0010890)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"LCP1"
"Positive Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:1903265)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"LAPTM5"
"Protein poly-ADP-ribosylation (GO:0070212)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"PARP9"
"Pyrimidine-Containing Compound Metabolic Process (GO:0072527)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"DCK"
"Regulation Of CD8-positive, Alpha-Beta T Cell Proliferation (GO:2000564)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"PTPN22"
"Regulation Of T-helper 1 Type Immune Response (GO:0002825)","1/8",0.112102964182932,0.334594466944984,0,0,9.57142857142857,20.9455161378905,"IL12RB1"
"Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209)","2/39",0.11264610723507,0.334594466944984,0,0,3.62844756018817,7.92273037459932,"PTPRC;F2R"
"Retina Homeostasis (GO:0001895)","2/39",0.11264610723507,0.334594466944984,0,0,3.62844756018817,7.92273037459932,"IGHG3;CST4"
"Negative Regulation Of Protein Secretion (GO:0050709)","2/39",0.11264610723507,0.334594466944984,0,0,3.62844756018817,7.92273037459932,"RSAD2;F2R"
"Neuron Differentiation (GO:0030182)","5/173",0.113479711232868,0.336446329044114,0,0,2.00502873563218,4.36320561596848,"UGCG;WNT7B;SOX11;INHBA;RUNX2"
"Proteolysis (GO:0006508)","8/330",0.116569795770817,0.343240873040386,0,0,1.67792758672928,3.60631116899208,"ADAM19;ADAMDEC1;ADAM28;UBD;KLK4;CXCR4;AEBP1;PHEX"
"Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991)","2/40",0.117469835239733,0.343240873040386,0,0,3.53278246811568,7.56571402055011,"GPR132;INHBA"
"Positive Regulation Of Monoatomic Ion Transport (GO:0043270)","2/40",0.117469835239733,0.343240873040386,0,0,3.53278246811568,7.56571402055011,"CCR1;F2R"
"Regulation Of Response To External Stimulus (GO:0032101)","4/127",0.118730542024911,0.343240873040386,0,0,2.18836085268069,4.66317530951338,"SEMA7A;F2R;CXCR4;PTPN22"
"Positive Regulation Of Hydrolase Activity (GO:0051345)","5/176",0.119647599243942,0.343240873040386,0,0,1.96955031256302,4.18175814501118,"CCL11;CCL22;RGS1;RGS16;F2R"
"Cellular Response To Organic Substance (GO:0071310)","3/82",0.120926138401331,0.343240873040386,0,0,2.55236691520721,5.39206741954053,"TGFB1;LEF1;CXCR4"
"Regulation Of Chemokine Production (GO:0032642)","2/41",0.122344623920323,0.343240873040386,0,0,3.44202327820075,7.23139293232886,"TLR7;LCP1"
"Detection Of Chemical Stimulus Involved In Sensory Perception Of Bitter Taste (GO:0001580)","2/41",0.122344623920323,0.343240873040386,0,0,3.44202327820075,7.23139293232886,"CST2;CST4"
"Lymphocyte Migration (GO:0072676)","2/41",0.122344623920323,0.343240873040386,0,0,3.44202327820075,7.23139293232886,"CCL11;CCL22"
"Negative Regulation Of Proteolysis (GO:0045861)","2/41",0.122344623920323,0.343240873040386,0,0,3.44202327820075,7.23139293232886,"CST7;CST4"
"Positive Regulation Of Ossification (GO:0045778)","2/41",0.122344623920323,0.343240873040386,0,0,3.44202327820075,7.23139293232886,"ISG15;SOX11"
"Protein Localization To Lysosome (GO:0061462)","2/41",0.122344623920323,0.343240873040386,0,0,3.44202327820075,7.23139293232886,"LAPTM5;CACNG4"
"Regulation Of Epithelial To Mesenchymal Transition (GO:0010717)","3/83",0.124170936873336,0.343240873040386,0,0,2.52033390410959,5.25765882760337,"SFRP2;TGFB1;LEF1"
"Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)","3/83",0.124170936873336,0.343240873040386,0,0,2.52033390410959,5.25765882760337,"SLC24A2;PTPRC;F2R"
"Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200)","3/83",0.124170936873336,0.343240873040386,0,0,2.52033390410959,5.25765882760337,"P2RY10;GPR65;F2R"
"B Cell Homeostasis (GO:0001782)","1/9",0.125204665743651,0.343240873040386,0,0,8.37457482993197,17.4007380997781,"GAPT"
"I-kappaB Phosphorylation (GO:0007252)","1/9",0.125204665743651,0.343240873040386,0,0,8.37457482993197,17.4007380997781,"TLR7"
"NAD Biosynthesis Via Nicotinamide Riboside Salvage Pathway (GO:0034356)","1/9",0.125204665743651,0.343240873040386,0,0,8.37457482993197,17.4007380997781,"PARP9"
"T-helper 1 Type Immune Response (GO:0042088)","1/9",0.125204665743651,0.343240873040386,0,0,8.37457482993197,17.4007380997781,"LEF1"
"Regulation Of Mast Cell Activation (GO:0033003)","1/9",0.125204665743651,0.343240873040386,0,0,8.37457482993197,17.4007380997781,"CD84"
"Regulation Of Memory T Cell Differentiation (GO:0043380)","1/9",0.125204665743651,0.343240873040386,0,0,8.37457482993197,17.4007380997781,"IL12RB1"
"Regulation Of Natural Killer Cell Proliferation (GO:0032817)","1/9",0.125204665743651,0.343240873040386,0,0,8.37457482993197,17.4007380997781,"PTPN22"
"Cell Differentiation Involved In Metanephros Development (GO:0072202)","1/9",0.125204665743651,0.343240873040386,0,0,8.37457482993197,17.4007380997781,"STAT1"
