"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Skeletal Myofibril Assembly (GO:0014866)","1/8",0.164080715199804,0.691571790147271,0,0,6.31868131868132,11.4203644359136,"MYH11"
"Positive Regulation Of Epithelial Cell Proliferation Involved In Wound Healing (GO:0060054)","1/8",0.164080715199804,0.691571790147271,0,0,6.31868131868132,11.4203644359136,"FGF10"
"Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)","1/8",0.164080715199804,0.691571790147271,0,0,6.31868131868132,11.4203644359136,"ALDOC"
"Positive Regulation Of Megakaryocyte Differentiation (GO:0045654)","1/8",0.164080715199804,0.691571790147271,0,0,6.31868131868132,11.4203644359136,"TESC"
"Positive Regulation Of Memory T Cell Differentiation (GO:0043382)","1/8",0.164080715199804,0.691571790147271,0,0,6.31868131868132,11.4203644359136,"PCK1"
"Tricarboxylic Acid Metabolic Process (GO:0072350)","1/8",0.164080715199804,0.691571790147271,0,0,6.31868131868132,11.4203644359136,"PCK1"
"Intermembrane Lipid Transfer (GO:0120009)","1/8",0.164080715199804,0.691571790147271,0,0,6.31868131868132,11.4203644359136,"TTPA"
"Presynaptic Membrane Assembly (GO:0097105)","1/8",0.164080715199804,0.691571790147271,0,0,6.31868131868132,11.4203644359136,"NLGN1"
"Regulation Of Angiotensin Levels In Blood (GO:0002002)","1/8",0.164080715199804,0.691571790147271,0,0,6.31868131868132,11.4203644359136,"ACE2"
"Negative Regulation Of Cytoplasmic Translation (GO:2000766)","1/8",0.164080715199804,0.691571790147271,0,0,6.31868131868132,11.4203644359136,"NMNAT2"
"Cardiac Muscle Contraction (GO:0060048)","2/33",0.165459236516943,0.691571790147271,0,0,2.85655767683417,5.13903415578566,"GSN;DMD"
"Regulation Of Protein Polymerization (GO:0032271)","2/33",0.165459236516943,0.691571790147271,0,0,2.85655767683417,5.13903415578566,"TPPP2;DAAM2"
"Epithelial Cell Differentiation (GO:0030855)","5/132",0.169511578088778,0.691571790147271,0,0,1.74648545644123,3.09972185100716,"CITED1;SPINK5;KRT14;ALDOC;PCK1"
"Regulation Of Angiogenesis (GO:0045765)","7/205",0.171071933516479,0.691571790147271,0,0,1.56974562135113,2.77165455189784,"SFRP1;SEMA6A;HSPB6;TNMD;SPINK5;SPRY2;VEGFD"
"Brain Development (GO:0007420)","6/169",0.17330305986737,0.691571790147271,0,0,1.63361457792253,2.86325820353612,"NFIB;PHGDH;SOX6;GRIN2B;NES;ADGRL3"
"Cellular Response To Glucose Stimulus (GO:0071333)","2/34",0.173368924154649,0.691571790147271,0,0,2.7671485260771,4.84896691088602,"MLXIPL;PCK1"
"Response To Estrogen (GO:0043627)","2/34",0.173368924154649,0.691571790147271,0,0,2.7671485260771,4.84896691088602,"SFRP1;CITED1"
"Semaphorin-Plexin Signaling Pathway (GO:0071526)","2/34",0.173368924154649,0.691571790147271,0,0,2.7671485260771,4.84896691088602,"SEMA6A;PLXNA4"
"Negative Regulation Of Cell Differentiation (GO:0045596)","7/207",0.176905670738026,0.691571790147271,0,0,1.5538876146789,2.69154875186804,"GDF10;SFRP1;CITED1;ZBTB16;CRIM1;SPRY2;EGFR"
"Metal Ion Transport (GO:0030001)","6/171",0.179823773345858,0.691571790147271,0,0,1.61364676513418,2.76865953003934,"KCNC4;CDH23;KCNQ4;KCNJ16;ATP1A2;RYR3"
"Cellular Response To BMP Stimulus (GO:0071773)","3/66",0.179905604557436,0.691571790147271,0,0,2.10974025974026,3.6188859594336,"GDF10;SFRP1;RGMA"
"Cellular Response To Metal Ion (GO:0071248)","5/135",0.180599935558767,0.691571790147271,0,0,1.70591851071303,2.91963005060638,"NLGN1;SYT2;MT1L;RYR3;EGFR"
"Glutamate Receptor Signaling Pathway (GO:0007215)","2/35",0.181338299877292,0.691571790147271,0,0,2.68315811172954,4.58119982946542,"GRM6;GRIN2B"
"Hexose Biosynthetic Process (GO:0019319)","2/35",0.181338299877292,0.691571790147271,0,0,2.68315811172954,4.58119982946542,"PCK1;PPARGC1A"
"Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026)","2/35",0.181338299877292,0.691571790147271,0,0,2.68315811172954,4.58119982946542,"MYOC;LIMS2"
"Regulation Of Granulocyte Differentiation (GO:0030852)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"TESC"
"Negative Regulation Of Protein Maturation (GO:1903318)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"USP17L2"
"Actin-Mediated Cell Contraction (GO:0070252)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"GSN"
"Amine Metabolic Process (GO:0009308)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"MAOA"
"Regulation Of Memory T Cell Differentiation (GO:0043380)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"PCK1"
"Nucleoside Metabolic Process (GO:0009116)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"UPP2"
"Cell Differentiation In Spinal Cord (GO:0021515)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"SOX6"
"Cell Differentiation Involved In Metanephros Development (GO:0072202)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"POU3F3"
"Positive Regulation Of ATP Metabolic Process (GO:1903580)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"PPARGC1A"
"Cellular Response To Prostaglandin Stimulus (GO:0071379)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"SFRP1"
"Cellular Response To Purine-Containing Compound (GO:0071415)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"RYR3"
"Positive Regulation Of RIG-I Signaling Pathway (GO:1900246)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"USP17L2"
"Excitatory Synapse Assembly (GO:1904861)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"NLGN1"
"Positive Regulation Of Keratinocyte Migration (GO:0051549)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"FGF10"
"Positive Regulation Of miRNA-mediated Gene Silencing (GO:2000637)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"WTIP"
"Glucan Biosynthetic Process (GO:0009250)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"GYG2"
"Positive Regulation Of Myoblast Fusion (GO:1901741)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"SCGB3A1"
"Glycogen Biosynthetic Process (GO:0005978)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"GYG2"
"Hematopoietic Stem Cell Differentiation (GO:0060218)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"SFRP1"
"Positive Regulation Of Smooth Muscle Contraction (GO:0045987)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"SPX"
"Positive Regulation Of Sodium Ion Transmembrane Transport (GO:1902307)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"DMD"
"Postsynapse Assembly (GO:0099068)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"NLGN1"
"Lipid Import Into Cell (GO:0140354)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"SPX"
"Long-Chain Fatty Acid Import Into Cell (GO:0044539)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"SPX"
"Presynaptic Membrane Organization (GO:0097090)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"NLGN1"
"Lung Epithelium Development (GO:0060428)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"FGF10"
"Mesenchymal To Epithelial Transition (GO:0060231)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"CITED1"
"Motor Neuron Axon Guidance (GO:0008045)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"RNF165"
"Regulation Of Cardiac Muscle Cell Differentiation (GO:2000725)","1/9",0.182603710326196,0.691571790147271,0,0,5.52856334841629,9.40097362809046,"SOX6"
"Positive Regulation Of Phospholipase C Activity (GO:0010863)","2/36",0.189360859006,0.691571790147271,0,0,2.60410830999066,4.33349866314681,"ARHGAP6;EGFR"
"Cell-Cell Junction Organization (GO:0045216)","3/68",0.191075244577918,0.691571790147271,0,0,2.04461538461538,3.38401834239174,"PKP1;TLN2;LIMS2"
"Regulation Of Heart Contraction (GO:0008016)","3/69",0.196724744005943,0.691571790147271,0,0,2.01353305785124,3.27390360392565,"ACE2;HRC;ATP1A2"
"Cellular Response To Calcium Ion (GO:0071277)","3/69",0.196724744005943,0.691571790147271,0,0,2.01353305785124,3.27390360392565,"NLGN1;SYT2;RYR3"
"Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068)","3/69",0.196724744005943,0.691571790147271,0,0,2.01353305785124,3.27390360392565,"NTRK2;MYOC;NTRK3"
"Regulation Of Ossification (GO:0030278)","2/37",0.19743035461732,0.691571790147271,0,0,2.52957563977972,4.10390609191864,"SFRP1;ZBTB16"
"Positive Regulation Of Immune Effector Process (GO:0002699)","2/37",0.19743035461732,0.691571790147271,0,0,2.52957563977972,4.10390609191864,"PCK1;USP17L2"
"Muscle Cell Differentiation (GO:0042692)","2/37",0.19743035461732,0.691571790147271,0,0,2.52957563977972,4.10390609191864,"DMD;TBX18"
"CRD-mediated mRNA Stabilization (GO:0070934)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"IGF2BP2"
"Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Signaling Pathway (GO:2001267)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"GSN"
"Actin Filament Depolymerization (GO:0030042)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"GSN"
"Regulation Of Lamellipodium Morphogenesis (GO:2000392)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"KANK1"
"Negative Regulation Of Sprouting Angiogenesis (GO:1903671)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"SEMA6A"
"Ammonium Transmembrane Transport (GO:0072488)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"RHAG"
"Regulation Of Mitochondrial Depolarization (GO:0051900)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"MYOC"
"Aromatic Amino Acid Family Catabolic Process (GO:0009074)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"TAT"
"Cellular Response To UV-A (GO:0071492)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"MME"
"Positive Regulation Of Actin Nucleation (GO:0051127)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"GSN"
"Response To Prostaglandin E (GO:0034695)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"SFRP1"
"Sarcoplasmic Reticulum Calcium Ion Transport (GO:0070296)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"RYR3"
"Positive Regulation Of Dendrite Development (GO:1900006)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"VLDLR"
"Epithelial Cell Apoptotic Process (GO:1904019)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"GSN"
"Fatty Acid Homeostasis (GO:0055089)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"MLXIPL"
"Glycine Transport (GO:0015816)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"SLC6A2"
"Positive Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000052)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"SFRP1"
"Positive Regulation Of Post-Transcriptional Gene Silencing By RNA (GO:1900370)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"WTIP"
"Positive Regulation Of Protein Depolymerization (GO:1901881)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"NES"
"Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0048009)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"GHR"
"Positive Regulation Of Transforming Growth Factor Beta Production (GO:0071636)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"TNXB"
"Maintenance Of Synapse Structure (GO:0099558)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"NLGN1"
"Monoamine Transport (GO:0015844)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"SLC6A2"
"Regulation Of Biosynthetic Process (GO:0009889)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"PCK1"
"Regulation Of Calcium Ion Import Across Plasma Membrane (GO:1905664)","1/10",0.200717163689818,0.691571790147271,0,0,4.91402714932127,7.89123230482731,"GRM6"
"Sensory Organ Development (GO:0007423)","3/70",0.202414443088633,0.691571790147271,0,0,1.98337856173677,3.16832425311571,"NTF4;ADAMTS18;MAB21L1"
"Positive Regulation Of Protein Polymerization (GO:0032273)","3/70",0.202414443088633,0.691571790147271,0,0,1.98337856173677,3.16832425311571,"TPPP2;CDC42EP5;LMOD1"
"Regulation Of Intracellular Transport (GO:0032386)","2/38",0.205540789198534,0.691571790147271,0,0,2.45918367346939,3.89070099280641,"SH3TC2;CRYAB"
"Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339)","2/38",0.205540789198534,0.691571790147271,0,0,2.45918367346939,3.89070099280641,"NLGN1;CDH23"
"Response To cAMP (GO:0051591)","2/38",0.205540789198534,0.691571790147271,0,0,2.45918367346939,3.89070099280641,"CITED1;AKAP6"
"Positive Regulation Of Axonogenesis (GO:0050772)","2/38",0.205540789198534,0.691571790147271,0,0,2.45918367346939,3.89070099280641,"NTRK2;PLXNA4"
"Synapse Assembly (GO:0007416)","3/71",0.208142178876019,0.691571790147271,0,0,1.95411096256684,3.06704336202023,"NLGN1;DNER;ADGRL3"
"Positive Regulation Of Cell Growth (GO:0030307)","4/106",0.208562910918975,0.691571790147271,0,0,1.73790700790567,2.72419452531233,"SFRP1;SYT2;AKAP6;EGFR"
"Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543)","2/39",0.213686406808201,0.691571790147271,0,0,2.39259667831096,3.69236460128853,"KL;FGF10"
"Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)","2/39",0.213686406808201,0.691571790147271,0,0,2.39259667831096,3.69236460128853,"KANK1;MYOC"
"Positive Regulation Of Protein Phosphorylation (GO:0001934)","11/377",0.21664088125499,0.691571790147271,0,0,1.33513585306618,2.04210927481264,"NTF4;GDF10;GHR;NTRK2;TNXB;NTRK3;NTF3;SPRY2;VEGFD;EGFR;FGF10"
"Regulation Of Keratinocyte Migration (GO:0051547)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"FGF10"
"Nucleoside Phosphate Biosynthetic Process (GO:1901293)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"NMNAT2"
"Carbon Dioxide Transport (GO:0015670)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"RHAG"
"Regulation Of Pseudopodium Assembly (GO:0031272)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"CDC42EP5"
"Cellular Response To UV-B (GO:0071493)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"MME"
"Cellular Response To Growth Hormone Stimulus (GO:0071378)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"GHR"
"Central Nervous System Projection Neuron Axonogenesis (GO:0021952)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"NFIB"
"Cochlea Morphogenesis (GO:0090103)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"TBX18"
"Positive Regulation Of Behavior (GO:0048520)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"NLGN1"
"Detection Of Light Stimulus Involved In Sensory Perception (GO:0050962)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"GRM6"
"Detection Of Light Stimulus Involved In Visual Perception (GO:0050908)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"GRM6"
"Positive Regulation Of Circadian Rhythm (GO:0042753)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"NLGN1"
"Smooth Muscle Cell Differentiation (GO:0051145)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"TBX18"
"Positive Regulation Of Keratinocyte Proliferation (GO:0010838)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"FGF10"
"Positive Regulation Of Pseudopodium Assembly (GO:0031274)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"CDC42EP5"
"Presynapse Organization (GO:0099172)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"NLGN1"
"Macrophage Chemotaxis (GO:0048246)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"SAA1"
"Melanocyte Differentiation (GO:0030318)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"OCA2"
"Negative Regulation Of Amyloid Fibril Formation (GO:1905907)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"CRYAB"
"Negative Regulation Of Bone Remodeling (GO:0046851)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"SFRP1"
"Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:1901844)","1/11",0.21843011000581,0.691571790147271,0,0,4.42239819004525,6.72774650859233,"HRC"
"Protein Tetramerization (GO:0051262)","3/73",0.219703225489575,0.691571790147271,0,0,1.89808441558442,2.87650444958196,"ALDH1A2;GRIN2B;RYR3"
"Positive Regulation Of Cell Motility (GO:2000147)","7/221",0.219961226917315,0.691571790147271,0,0,1.45118108548401,2.19752930715851,"MYOC;DAAM2;NTRK3;NTF3;FAM107A;SPRY2;EGFR"
"Cellular Component Assembly (GO:0022607)","8/260",0.220618007140455,0.691571790147271,0,0,1.40886699507389,2.12925245605212,"NLGN1;GSN;KRT14;FAM107A;PKP1;DMD;PALS2;PPARGC1A"
"Notch Signaling Pathway (GO:0007219)","2/40",0.221861685306986,0.691571790147271,0,0,2.32951426184509,3.50755225742956,"SORBS2;HOXD3"
"Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808)","2/40",0.221861685306986,0.691571790147271,0,0,2.32951426184509,3.50755225742956,"EGFR;FGF10"
"Retinoid Metabolic Process (GO:0001523)","2/40",0.221861685306986,0.691571790147271,0,0,2.32951426184509,3.50755225742956,"ADH4;ALDH1A2"
"Synaptic Vesicle Endocytosis (GO:0048488)","2/40",0.221861685306986,0.691571790147271,0,0,2.32951426184509,3.50755225742956,"NLGN1;SYT2"
"Cell-Matrix Adhesion (GO:0007160)","4/109",0.222535242122794,0.691571790147271,0,0,1.6879921900423,2.53649488383626,"HOXD3;SORBS1;ADAMTS9;ITGA9"
"Positive Regulation Of Actin Filament Polymerization (GO:0030838)","2/41",0.230061328929489,0.691571790147271,0,0,2.26966684109541,3.33506969603754,"CDC42EP5;LMOD1"
"Heart Contraction (GO:0060047)","2/41",0.230061328929489,0.691571790147271,0,0,2.26966684109541,3.33506969603754,"ATP1A2;DMD"
"Positive Regulation Of Ossification (GO:0045778)","2/41",0.230061328929489,0.691571790147271,0,0,2.26966684109541,3.33506969603754,"KL;ZBTB16"
"Visual System Development (GO:0150063)","2/41",0.230061328929489,0.691571790147271,0,0,2.26966684109541,3.33506969603754,"ADAMTS18;MAB21L1"
"Regulation Of Stress Fiber Assembly (GO:0051492)","3/75",0.231391063655964,0.691571790147271,0,0,1.84517045454545,2.70067650931132,"SFRP1;MYOC;ARHGAP6"
"Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)","4/111",0.231983281759872,0.691571790147271,0,0,1.6562706235497,2.4199603978144,"CDKN1C;TNXB;CITED1;SPRY2"
"Axon Guidance (GO:0007411)","5/149",0.235530483605787,0.691571790147271,0,0,1.53895547945205,2.22519870717636,"SEMA6A;NFIB;KALRN;PLXNA4;RNF165"
"Negative Regulation Of Hippo Signaling (GO:0035331)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"WTIP"
"G Protein-Coupled Glutamate Receptor Signaling Pathway (GO:0007216)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"GRM6"
"Regulation Of Hematopoietic Stem Cell Differentiation (GO:1902036)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"TCF15"
"Adult Locomotory Behavior (GO:0008344)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"NTF4"
"Negative Regulation Of Stem Cell Differentiation (GO:2000737)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"TCF15"
"Negative Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900025)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"KANK1"
"Regulation Of Monooxygenase Activity (GO:0032768)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"EGFR"
"Atrial Cardiac Muscle Tissue Development (GO:0003228)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"TBX18"
"Biogenic Amine Metabolic Process (GO:0006576)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"MAOA"
"Nucleotide Metabolic Process (GO:0009117)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"NMNAT2"
"Cell Projection Assembly (GO:0030031)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"GSN"
"Regulation Of Sensory Perception (GO:0051931)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"SPX"
"Regulation Of Tube Diameter (GO:0035296)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"ACE2"
"Response To Interleukin-6 (GO:0070741)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"CITED1"
"Semaphorin-Plexin Signaling Pathway Involved In Neuron Projection Guidance (GO:1902285)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"PLXNA4"
"Positive Regulation Of Fatty Acid Oxidation (GO:0046321)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"PPARGC1A"
"Sodium Ion Export Across Plasma Membrane (GO:0036376)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"ATP1A2"
"Spinal Cord Development (GO:0021510)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"VIT"
"Positive Regulation Of Insulin Receptor Signaling Pathway (GO:0046628)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"SORBS1"
"Positive Regulation Of Integrin-Mediated Signaling Pathway (GO:2001046)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"LIMS2"
"Folic Acid Metabolic Process (GO:0046655)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"PM20D2"
"Positive Regulation Of Neuron Migration (GO:2001224)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"SEMA6A"
"Vascular Process In Circulatory System (GO:0003018)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"ACE2"
"Positive Regulation Of Purine Nucleotide Biosynthetic Process (GO:1900373)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"PPARGC1A"
"Positive Regulation Of Regulated Secretory Pathway (GO:1903307)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"NLGN1"
"Positive Regulation Of Ruffle Assembly (GO:1900029)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"NLGN1"
"Ionotropic Glutamate Receptor Signaling Pathway (GO:0035235)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"GRIN2B"
"Macrophage Migration (GO:1905517)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"SAA1"
"Protein Heterotetramerization (GO:0051290)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"GRIN2B"
"Pyrimidine Deoxyribonucleotide Catabolic Process (GO:0009223)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"UPP2"
"Regulation Of Cell Communication By Electrical Coupling (GO:0010649)","1/12",0.235751385144278,0.691571790147271,0,0,4.02015631427396,5.80903534827169,"HRC"
"Regulation Of Ras Protein Signal Transduction (GO:0046578)","3/76",0.237277388038243,0.691571790147271,0,0,1.81980074719801,2.61782961340382,"KANK1;SPRY2;FGF10"
"Branching Morphogenesis Of An Epithelial Tube (GO:0048754)","2/42",0.238280260916611,0.691571790147271,0,0,2.21281179138322,3.17385306012061,"CITED1;FGF10"
"Cardiac Ventricle Morphogenesis (GO:0003208)","2/42",0.238280260916611,0.691571790147271,0,0,2.21281179138322,3.17385306012061,"NPY5R;NPY2R"
"Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427)","2/42",0.238280260916611,0.691571790147271,0,0,2.21281179138322,3.17385306012061,"GRM6;AKAP6"
"Potassium Ion Import Across Plasma Membrane (GO:1990573)","2/42",0.238280260916611,0.691571790147271,0,0,2.21281179138322,3.17385306012061,"KCNJ16;ATP1A2"
"Regulation Of Axonogenesis (GO:0050770)","2/42",0.238280260916611,0.691571790147271,0,0,2.21281179138322,3.17385306012061,"NTRK2;PLXNA4"
"Positive Regulation Of Signal Transduction (GO:0009967)","8/266",0.238550280033874,0.691571790147271,0,0,1.37567495322106,1.97158318924025,"KANK1;SFRP1;TTC23;NLGN1;TNXB;SORBS1;GRIN2B;LIMS2"
"Regulation Of Cell Growth (GO:0001558)","7/227",0.239468924520122,0.691571790147271,0,0,1.41116555462886,2.01702355115245,"SFRP1;FAM107A;SCGB3A1;AKAP6;SLC6A2;EGFR;PAPPA2"
"Actomyosin Structure Organization (GO:0031032)","3/77",0.243189295891385,0.691571790147271,0,0,1.79511670761671,2.53814269718316,"LMOD1;MYH11;SORBS1"
"Regulation Of Filopodium Assembly (GO:0051489)","2/43",0.24651361646715,0.691571790147271,0,0,2.15873015873016,3.02295197621909,"NLGN1;DAAM2"
"Positive Regulation Of Cell-Matrix Adhesion (GO:0001954)","2/43",0.24651361646715,0.691571790147271,0,0,2.15873015873016,3.02295197621909,"SFRP1;MYOC"
